year,month,day,tag,prey,preynumber,preymass,preysl,preybd,comments,chaoborus
2015,4,8,1185,chironomid larvae,3,0.02,NA,NA,NA,yes
2015,4,8,1185,vegitation,1,0.03,NA,NA,NA,yes
2015,4,8,341,mukene,1,0.58,NA,NA,NA,yes
2015,4,8,1184,chironomid larvae,2,0.01,NA,NA,NA,yes
2015,4,8,1184,vegitation,1,0.01,NA,NA,NA,yes
2015,4,8,1187,hap,1,1.28,NA,NA,NA,yes
2015,4,8,1182,ufp,1,0.08,NA,NA,NA,yes
2015,4,9,341,hap,1,1.46,3.7,1.29,NA,yes
2015,4,11,359,hap,1,0.92,NA,NA,NA,yes
2015,4,9,332,chironomid larvae,2,0.01,NA,NA,NA,yes
2015,4,9,337,mukene,1,0.77,NA,NA,NA,yes
2015,3,10,1989,ufp,1,0.1,NA,NA,NA,yes
2015,3,10,1991,ufp,3,0.45,NA,NA,NA,yes
2015,3,10,1991,chironomid larvae,1,0.01,NA,NA,NA,yes
2015,3,10,1991,ephemeroptera larvae,11,0.02,NA,NA,NA,yes
2015,3,10,1996,chironomid larvae,1,0.01,NA,NA,NA,yes
2015,3,10,1996,hap,4,2.17,NA,NA,NA,yes
2015,3,10,1996,ufp,1,0.14,NA,NA,NA,yes
2015,3,10,1990,hap,1,0.19,NA,NA,NA,yes
2015,3,10,1990,ephemeroptera larvae,40,1.39,NA,NA,NA,yes
2015,4,10,345,ufp,1,0.05,NA,NA,NA,yes
2015,4,10,343,hap,1,0.9,NA,NA,NA,yes
2015,3,11,1068,mukene,2,2.2,NA,NA,NA,yes
2015,3,11,1068,hap,2,0.25,NA,NA,NA,yes
2015,3,11,1068,ufp,1,0.31,NA,NA,NA,yes
2015,3,11,1068,chironomid larvae,2,0.02,NA,NA,NA,yes
2015,3,11,1071,hap,1,1.46,3.49,1.32,NA,yes
2015,3,11,1073,ufp,1,0.33,NA,NA,NA,yes
2015,3,11,1073,mukene,1,0.94,NA,NA,NA,yes
2015,3,11,1073,chironomid larvae,2,0.02,NA,NA,NA,yes
2015,3,11,2000,hap,1,1.87,NA,NA,NA,yes
2015,3,11,2000,vegitation,1,0.03,NA,NA,NA,yes
2015,3,11,1074,hap,1,0.35,NA,NA,NA,yes
2015,3,11,1074,ufp,4,0.2,NA,NA,NA,yes
2015,3,11,1074,chironomid larvae,9,0.03,NA,NA,NA,yes
2015,3,11,1074,annelid worm,1,0.01,NA,NA,NA,yes
2015,4,11,350,hap,1,0.06,NA,NA,NA,yes
2015,4,11,358,mukene,1,0.34,NA,NA,NA,yes
2015,4,8,1185,hap,1,0.79,NA,NA,NA,yes
2015,4,11,359,ufp,1,0.87,NA,NA,NA,yes
2015,4,9,332,ephemeroptera larvae,1,0.02,NA,NA,NA,yes
2015,4,11,361,nile perch,1,0.2,NA,NA,NA,yes
2015,4,11,364,ufp,1,0.25,NA,NA,NA,yes
2015,4,11,364,hap,2,0.5,NA,NA,NA,yes
2015,4,11,351,hap,4,2.96,NA,NA,NA,yes
2015,4,11,353,ufp,1,0.05,NA,NA,NA,yes
2015,4,11,365,hap,3,2.9,NA,NA,NA,yes
2015,4,11,365,ufp,1,1.48,NA,NA,NA,yes
2015,4,11,352,hap,4,14.24,NA,NA,NA,yes
2015,4,11,352,chironomid larvae,3,0.04,NA,NA,NA,yes
2015,3,12,1081,chironomid larvae,30,0.11,NA,NA,NA,yes
2015,3,12,1081,ufp,5,0.3,NA,NA,NA,yes
2015,3,12,1062,clarias,2,1.53,NA,NA,NA,yes
2015,3,12,1062,ufp,1,0.02,NA,NA,NA,yes
2015,3,12,1062,odonata larvae,1,0.12,NA,NA,NA,yes
2015,3,12,1061,ufp,1,0.42,NA,NA,NA,yes
2015,3,12,1079,chironomid larvae,5,0.03,NA,NA,NA,yes
2015,3,12,1079,ufp,1,0.16,NA,NA,NA,yes
2015,3,12,1060,odonata larvae,2,0.43,NA,NA,NA,yes
2015,3,12,1060,hap,1,0.46,NA,NA,NA,yes
2015,5,12,388,chironomid larvae,1,0.01,NA,NA,NA,yes
2015,5,12,388,ufp,1,0.44,NA,NA,NA,yes
2015,5,12,387,hap,1,0.26,NA,NA,NA,yes
2015,5,12,387,nile perch,1,1.63,3.9,1.2,NA,yes
2015,5,12,390,hap,1,0.13,NA,NA,NA,yes
2015,3,13,1089,hap,2,10.03,6.47,2,NA,yes
2015,3,13,1091,hap,2,6.36,4.69,1.9,NA,yes
2015,3,13,1091,mukene,1,0.54,NA,NA,NA,yes
2015,3,13,1091,ephemeroptera larvae,1,0.01,NA,NA,NA,yes
2015,5,13,408,hap,2,0.85,NA,NA,NA,yes
2015,5,13,409,hap,1,0.18,NA,NA,NA,yes
2015,5,13,405,ufp,1,0.04,NA,NA,NA,yes
2015,5,13,406,nile perch,1,0.3,NA,NA,NA,yes
2015,5,13,406,hap,1,0.86,NA,NA,NA,yes
2015,5,13,406,ufp,2,0.21,NA,NA,NA,yes
2015,5,13,397,hap,1,0.51,NA,NA,NA,yes
2015,6,13,455,hap,1,2.21,NA,NA,NA,yes
2015,6,13,444,ephemeroptera larvae,7,0.18,NA,NA,NA,yes
2015,6,13,444,chironomid larvae,1,0.01,NA,NA,NA,yes
2015,6,13,456,hap,8,4.06,NA,NA,NA,yes
2015,6,13,456,ufp,2,0.22,NA,NA,NA,yes
2015,6,13,456,vegitation,1,0.01,NA,NA,NA,yes
2015,6,13,451,ufp,1,0.09,NA,NA,NA,yes
2015,6,13,450,chironomid pupae,20,0.05,NA,NA,NA,yes
2015,6,13,450,uip,8,0.01,NA,NA,NA,yes
2015,6,13,442,ephemeroptera larvae,4,0.09,NA,NA,NA,yes
2015,6,13,442,chironomid pupae,2,0.01,NA,NA,NA,yes
2015,6,13,448,ufp,1,0.11,NA,NA,NA,yes
2015,7,29,473,chironomid pupae,5,0.02,NA,NA,NA,yes
2015,6,13,452,hap,1,0.76,NA,NA,NA,yes
2015,6,13,452,ufp,1,1.08,NA,NA,NA,yes
2015,6,13,452,vegitation,2,0.36,NA,NA,NA,yes
2015,12,14,1634,hap,1,0.43,NA,NA,NA,yes
2015,12,16,1651,ufp,1,0.22,NA,NA,NA,yes
2015,12,14,1633,hap,2,1.65,NA,NA,NA,yes
2015,12,15,1642,ufp,1,0.04,NA,NA,NA,yes
2015,12,15,1642,hap,1,1.02,NA,NA,NA,yes
2015,12,15,1647,hap,4,0.28,NA,NA,NA,yes
2015,12,16,1654,ufp,2,0.09,NA,NA,NA,yes
2015,12,16,1654,chironomid larvae,91,0.12,NA,NA,NA,yes
2015,12,16,1651,hap,1,0.56,NA,NA,NA,yes
2015,12,17,1658,hap,1,1.48,NA,NA,NA,yes
2015,11,17,1371,ephemeroptera larvae,1,0.07,NA,NA,Pump House,yes
2015,11,17,1371,annelid worm,11,0.18,NA,NA,Pump House,yes
2015,11,17,1371,chironomid larvae,13,0.03,NA,NA,Pump House,yes
2015,12,17,1657,hap,1,0.93,NA,NA,NA,yes
2015,12,17,1657,vegitation,1,0.05,NA,NA,NA,yes
2015,12,17,1655,hap,2,1.27,NA,NA,NA,yes
2015,12,17,1655,ufp,2,0.32,NA,NA,NA,yes
2015,11,18,1603,hap,1,0.21,NA,NA,NA,yes
2015,11,18,1900,ephemeroptera larvae,10,0.13,NA,NA,NA,yes
2015,11,18,1900,chironomid larvae,8,0.03,NA,NA,NA,yes
2015,11,18,1604,hap,1,0.16,NA,NA,NA,yes
2015,11,18,1601,chironomid larvae,1,0.01,NA,NA,NA,yes
2015,11,18,1601,ephemeroptera larvae,4,0.06,NA,NA,NA,yes
2015,11,19,1615,ufp,1,0.09,NA,NA,NA,yes
2015,11,20,1623,hap,2,2.87,4.5,1.59,NA,yes
2015,11,20,1623,vegitation,1,0.02,NA,NA,NA,yes
2015,11,20,1624,hap,1,0.4,NA,NA,NA,yes
2015,11,20,1622,hap,1,0.2,NA,NA,NA,yes
2015,11,20,1625,hap,1,0.29,NA,NA,NA,yes
2015,11,20,1630,hap,1,0.4,NA,NA,NA,yes
2015,1,21,986,ephemeroptera larvae,2,0.02,NA,NA,NA,yes
2015,1,21,986,nile perch,1,2.02,NA,NA,NA,yes
2015,1,21,991,hap,1,0.89,NA,NA,NA,yes
2015,1,21,992,hap,1,1.49,NA,NA,NA,yes
2015,1,21,992,ufp,2,0.24,NA,NA,NA,yes
2015,1,21,992,ephemeroptera larvae,1,0.01,NA,NA,NA,yes
2015,1,21,977,hap,3,1.02,NA,NA,NA,yes
2015,1,21,977,ephemeroptera larvae,1,0.02,NA,NA,NA,yes
2015,1,21,987,hap,3,2.67,NA,NA,NA,yes
2015,1,21,987,ufp,1,0.52,NA,NA,NA,yes
2015,1,21,987,ephemeroptera larvae,1,0.01,NA,NA,NA,yes
2015,1,21,987,vegitation,1,0.14,NA,NA,NA,yes
2015,1,21,982,ephemeroptera larvae,54,0.97,NA,NA,NA,yes
2015,1,21,978,mukene,1,1.06,NA,NA,NA,yes
2015,1,21,990,mukene,1,0.53,NA,NA,NA,yes
2015,1,21,990,hap,1,2.76,NA,NA,NA,yes
2015,1,21,995,ufp,1,0.42,NA,NA,NA,yes
2015,1,21,995,hap,1,2.82,NA,NA,NA,yes
2015,1,21,983,hap,1,0.12,NA,NA,NA,yes
2015,1,21,983,ephemeroptera larvae,4,0.04,NA,NA,NA,yes
2015,1,21,973,ephemeroptera larvae,1,0.05,NA,NA,NA,yes
2015,1,21,973,hap,2,7.76,NA,NA,NA,yes
2015,1,21,986,hap,2,3.48,NA,NA,NA,yes
2015,1,21,986,ufp,1,0.38,NA,NA,NA,yes
2015,10,21,1344,ephemeroptera larvae,2,0.05,NA,NA,NA,yes
2015,10,21,1340,nile perch,1,0.47,NA,NA,NA,yes
2015,10,21,1337,ephemeroptera larvae,1,0.02,NA,NA,NA,yes
2015,10,21,1337,hap,2,3.79,NA,NA,NA,yes
2015,10,21,1337,vegitation,2,0.41,NA,NA,NA,yes
2015,10,21,1338,chironomid larvae,6,0.02,NA,NA,NA,yes
2015,10,21,1338,ephemeroptera larvae,3,0.08,NA,NA,NA,yes
2015,1,22,551,hap,2,2.58,NA,NA,NA,yes
2015,1,22,551,ufp,1,0.35,NA,NA,NA,yes
2015,1,22,551,odonata larvae,1,0.02,NA,NA,NA,yes
2015,1,22,999,ufp,1,0.08,NA,NA,NA,yes
2015,1,22,999,vegitation,1,0.01,NA,NA,NA,yes
2015,1,22,559,mukene,2,1.7,NA,NA,NA,yes
2015,1,22,559,ufp,1,0.07,NA,NA,NA,yes
2015,9,22,311,hap,4,4.23,NA,NA,NA,yes
2015,10,22,1355,nile perch,1,0.28,NA,NA,NA,yes
2015,10,22,1346,vegitation,2,0.18,NA,NA,NA,yes
2015,10,22,1348,chironomid larvae,8,0.06,NA,NA,NA,yes
2015,10,22,1351,ephemeroptera larvae,1,0.07,NA,NA,NA,yes
2015,10,22,1351,chironomid larvae,14,0.03,NA,NA,NA,yes
2015,1,23,570,ufp,1,0.11,NA,NA,NA,yes
2015,1,23,569,hap,1,0.22,NA,NA,NA,yes
2015,1,23,569,chironomid larvae,7,0.02,NA,NA,NA,yes
2015,9,23,316,odonata larvae,16,1.07,NA,NA,NA,yes
2015,9,23,316,vegitation,2,0.03,NA,NA,NA,yes
2015,9,23,314,ephemeroptera larvae,11,0.15,NA,NA,NA,yes
2015,9,23,321,annelid worm,1,0.04,NA,NA,NA,yes
2015,9,23,321,chironomid larvae,3,0.01,NA,NA,NA,yes
2015,9,23,318,hap,1,0.19,NA,NA,NA,yes
2015,9,23,318,nile perch,1,0.35,NA,NA,NA,yes
2015,9,23,319,ephemeroptera larvae,2,0.07,NA,NA,NA,yes
2015,9,23,319,chironomid larvae,66,0.23,NA,NA,NA,yes
2015,10,23,1360,hap,1,0.21,NA,NA,NA,yes
2015,10,23,1358,hap,1,0.82,NA,NA,NA,yes
2015,10,23,1361,ufp,1,0.13,NA,NA,NA,yes
2015,10,23,1361,hap,3,4.74,NA,NA,NA,yes
2015,1,24,572,hap,1,0.29,NA,NA,NA,yes
2015,1,24,572,ufp,2,0.32,NA,NA,NA,yes
2015,1,24,1987,ufp,1,0.12,NA,NA,NA,yes
2015,9,24,324,odonata larvae,1,0.08,NA,NA,NA,yes
2015,9,24,255,ufp,1,0.11,NA,NA,NA,yes
2015,9,24,323,hap,3,1.54,NA,NA,NA,yes
2015,9,24,323,ufp,1,0.36,NA,NA,NA,yes
2015,9,24,322,ephemeroptera larvae,6,0.06,NA,NA,NA,yes
2015,10,24,1366,chironomid larvae,17,0.03,NA,NA,NA,yes
2015,10,24,1364,chironomid larvae,3,0.02,NA,NA,NA,yes
2015,10,24,1364,ufp,1,0.11,NA,NA,NA,yes
2015,9,25,1336,hap,1,0.3,NA,NA,NA,yes
2015,9,25,1336,nile perch,1,0.17,NA,NA,NA,yes
2015,9,25,1336,ufp,1,0.14,NA,NA,NA,yes
2015,9,25,1336,ephemeroptera larvae,1,0.01,NA,NA,NA,yes
2015,9,25,1336,chironomid larvae,2,0.01,NA,NA,NA,yes
2015,9,25,1331,hap,1,0.12,NA,NA,NA,yes
2015,9,25,1328,hap,1,0.28,NA,NA,NA,yes
2015,7,29,470,ephemeroptera larvae,9,0.2,NA,NA,NA,yes
2015,7,29,470,chironomid larvae,1,0.01,NA,NA,NA,yes
2015,7,29,1196,hap,4,1.27,NA,NA,NA,yes
2015,7,29,1196,ufp,1,0.44,NA,NA,NA,yes
2015,7,29,476,ephemeroptera larvae,5,0.08,NA,NA,NA,yes
2015,8,1,495,uip,1,0.01,NA,NA,NA,yes
2015,7,29,473,ephemeroptera larvae,4,0.13,NA,NA,NA,yes
2015,7,29,1191,ephemeroptera larvae,10,0.1,NA,NA,NA,yes
2015,7,29,1191,chironomid larvae,2,0.01,NA,NA,NA,yes
2015,7,29,468,chironomid larvae,4,0.06,NA,NA,Ants on stomach exterior,yes
2015,7,29,1197,chironomid larvae,10,0.04,NA,NA,NA,yes
2015,7,29,1197,ephemeroptera larvae,1,0.02,NA,NA,NA,yes
2015,7,29,1199,hap,1,1.12,NA,NA,NA,yes
2015,7,29,481,hap,1,0.07,NA,NA,NA,yes
2015,7,29,474,chironomid larvae,27,0.12,NA,NA,NA,yes
2015,7,29,474,ephemeroptera larvae,4,0.07,NA,NA,NA,yes
2018,11,14,644,odonata larvae,2,0.5,1.88,0.6,Pump House,yes
2018,11,14,644,ufp,1,0.02,NA,NA,Pump House,yes
2018,4,10,486,ufp,NA,0.05,NA,NA,NA,yes
2018,1,17,400,uip,NA,0.07,NA,NA,NA,yes
2018,1,20,427,ufp,NA,0.7,NA,NA,NA,yes
2010,1,20,1756,ufp,1,1.37,NA,NA,NA,yes
2010,1,20,1780,vegitation,2,0.48,NA,NA,NA,yes
2010,1,20,1780,ufp,1,0.92,NA,NA,NA,yes
2009,12,22,1713,hap,1,0.51,3,0.7,NA,yes
2009,12,20,1682,cichlid,1,0.88,NA,NA,NA,yes
2010,1,19,1741,ephemeroptera larvae,14,0.31,NA,NA,NA,yes
2010,1,20,1755,ephemeroptera larvae,1,0.002,NA,NA,NA,yes
2010,1,20,1755,chironomid pupae,6,0.02,NA,NA,NA,yes
2010,1,22,1812,hap,2,0.72,NA,NA,NA,yes
2010,1,22,1812,ephemeroptera larvae,1,0.001,NA,NA,NA,yes
2010,1,22,1812,ufp,1,0.005,NA,NA,NA,yes
2009,12,20,1685,clarias,1,0.06,NA,NA,blue fibers found,yes
2009,12,20,1685,hap,1,0.2,NA,NA,NA,yes
2010,1,19,1729,chironomid larvae,1,0.001,NA,NA,NA,yes
2010,1,19,1729,annelid worm,2,0.31,NA,NA,NA,yes
2010,1,21,1793,odonata larvae,1,0.18,NA,NA,NA,yes
2010,1,20,1791,chironomid larvae,10,0.005,NA,NA,NA,yes
2010,1,20,1791,chaoborus larvae,6,0.002,NA,NA,NA,yes
2010,1,20,1791,ephemeroptera larvae,2,0.004,NA,NA,NA,yes
2010,1,20,1788,vegitation,1,0.001,NA,NA,NA,yes
2010,1,20,1788,ephemeroptera larvae,12,0.37,NA,NA,NA,yes
2010,1,19,1725,ephemeroptera larvae,3,0.02,NA,NA,NA,yes
2010,1,19,1725,chaoborus larvae,2,0.002,NA,NA,NA,yes
2010,1,21,1797,ufp,1,0.09,NA,NA,NA,yes
2009,12,20,1684,vegitation,1,0.38,NA,NA,NA,yes
2009,12,20,1684,hap,1,2.03,NA,NA,NA,yes
2009,12,20,1684,ufp,1,0.06,NA,NA,NA,yes
2010,1,20,1771,barbus,3,2.33,NA,NA,NA,yes
2010,1,20,1771,hap,2,3.36,NA,NA,NA,yes
2009,12,20,1680,hap,4,1.03,NA,NA,NA,yes
2009,12,20,1680,vegitation,1,0.07,NA,NA,NA,yes
2010,1,19,1742,ephemeroptera larvae,2,0.001,NA,NA,NA,yes
2010,1,19,1742,chironomid pupae,3,0.02,NA,NA,NA,yes
2009,11,23,1613,hap,1,3.2,NA,NA,NA,yes
2010,1,20,1781,hap,1,3.97,5,1.8,NA,yes
2010,1,20,1781,vegitation,1,0.02,NA,NA,NA,yes
2009,12,22,1708,ufp,1,0.37,NA,NA,NA,yes
2010,1,19,1732,annelid worm,2,0.37,NA,NA,NA,yes
2010,1,19,1732,chironomid pupae,3,0.01,NA,NA,NA,yes
2010,1,19,1732,ephemeroptera larvae,1,0.001,NA,NA,NA,yes
2010,1,20,1783,ephemeroptera larvae,20,0.3,NA,NA,NA,yes
2010,1,21,1801,nile perch,1,0.29,NA,NA,"could be tag 1807 but much more likely 1801, check stomach fullness",yes
2010,1,21,1801,ephemeroptera larvae,1,0.001,NA,NA,NA,yes
2009,12,20,1699,ufp,1,0.001,NA,NA,NA,yes
2009,12,20,1699,annelid worm,1,0.08,NA,NA,NA,yes
2009,12,20,1699,chironomid larvae,1,0.001,NA,NA,NA,yes
2010,1,19,1745,ephemeroptera larvae,3,0.03,NA,NA,NA,yes
2010,1,19,1745,ufp,1,0.07,NA,NA,NA,yes
2010,1,20,1775,hap,1,0.34,2.1,0.7,NA,yes
2010,1,21,1799,odonata larvae,1,0.09,NA,NA,NA,yes
2010,1,21,1799,ephemeroptera larvae,2,0.01,NA,NA,NA,yes
2010,1,19,1748,chironomid larvae,1,0.001,NA,NA,NA,yes
2010,1,19,1748,chironomid pupae,3,0.01,NA,NA,NA,yes
2010,1,19,1748,hap,1,0.12,NA,NA,NA,yes
2010,1,19,1740,uip,1,0.005,NA,NA,NA,yes
2009,12,20,1690,ephemeroptera larvae,11,0.14,NA,NA,NA,yes
2010,1,20,1770,mukene,1,0.61,NA,NA,NA,yes
2010,1,20,1770,barbus,1,0.75,NA,NA,NA,yes
2010,1,20,1770,mukene or barb,1,0.66,NA,NA,NA,yes
2009,12,20,1688,hap,1,6.5,NA,NA,NA,yes
2009,12,20,1687,chaoborus larvae,25,0.002,NA,NA,NA,yes
2009,12,20,1687,vegitation,1,0.001,NA,NA,NA,yes
2010,2,20,1901,ufp,1,0.19,NA,NA,NA,yes
2010,2,20,1901,chironomid pupae,1,0.001,NA,NA,NA,yes
2010,1,20,1774,clarias,1,1,NA,NA,NA,yes
2010,1,19,1726,odonata larvae,2,0.005,NA,NA,NA,yes
2010,1,19,1726,chaoborus larvae,50,0.02,NA,NA,NA,yes
2010,1,19,1726,chironomid larvae,10,0.003,NA,NA,NA,yes
2010,1,19,1726,ephemeroptera larvae,2,0.01,NA,NA,NA,yes
2010,4,20,1758,nile perch,1,1.59,NA,NA,NA,yes
2010,4,15,203,nile perch,1,0.87,3.5,1.1,NA,yes
2010,4,15,203,nile perch,1,0.51,2.6,0.9,NA,yes
2010,2,19,1826,ephemeroptera larvae,19,0.47,NA,NA,NA,yes
2010,2,19,1826,ufp,1,0.001,NA,NA,NA,yes
2009,10,30,1547,ephemeroptera larvae,1,0.01,NA,NA,NA,yes
2009,10,30,1547,cichlid,1,0.18,1.5,0.6,NA,yes
2009,10,31,1581,ephemeroptera larvae,84,2.11,NA,NA,NA,yes
2010,2,19,1842,ephemeroptera larvae,11,0.27,NA,NA,NA,yes
2010,2,19,1838,chironomid larvae,47,0.06,NA,NA,NA,yes
2010,2,19,1838,chironomid pupae,59,0.2,NA,NA,NA,yes
2010,1,19,1737,ephemeroptera larvae,2,0.004,NA,NA,NA,yes
2010,2,19,1836,chironomid pupae,7,0.01,NA,NA,NA,yes
2010,2,19,1836,chironomid larvae,2,0.002,NA,NA,NA,yes
2010,2,19,1836,chaoborus larvae,1,0.001,NA,NA,NA,yes
2009,12,22,1716,ufp,1,0.12,NA,NA,NA,yes
2010,1,22,1818,chironomid larvae,2,0.01,NA,NA,NA,yes
2010,1,19,1745,ephemeroptera larvae,1,0.06,NA,NA,NA,yes
2010,1,22,1815,chironomid pupae,6,0.02,NA,NA,NA,yes
2010,1,22,1815,chaoborus larvae,2,0.001,NA,NA,NA,yes
2010,1,22,1815,chironomid larvae,4,0.006,NA,NA,NA,yes
2009,1,22,1808,ephemeroptera larvae,2,0.01,NA,NA,NA,yes
2009,10,28,1508,hap,1,1.35,NA,NA,NA,yes
2009,10,28,1508,cichlid,1,0.19,NA,NA,NA,yes
2009,10,29,1535,hap,1,0.56,NA,NA,NA,yes
2009,10,30,1548,cichlid,2,0.5,NA,NA,NA,yes
2009,9,30,1502,ephemeroptera larvae,8,0.16,NA,NA,NA,yes
2009,10,30,1546,barbus,1,0.67,NA,NA,NA,yes
2009,10,30,1546,ufp,1,0.17,NA,NA,NA,yes
2009,9,30,1495,ephemeroptera larvae,15,0.28,NA,NA,NA,yes
2009,10,31,1582,ufp,1,0.29,NA,NA,NA,yes
2009,10,31,1582,ephemeroptera larvae,10,0.51,NA,NA,NA,yes
2010,2,20,1874,chironomid pupae,17,0.07,NA,NA,NA,yes
2010,2,20,1874,odonata larvae,1,0.001,NA,NA,NA,yes
2010,2,20,1874,chironomid larvae,32,0.03,NA,NA,NA,yes
2009,10,31,1591,ephemeroptera larvae,8,0.25,NA,NA,NA,yes
2009,10,31,1592,ephemeroptera larvae,2,0.04,NA,NA,NA,yes
2010,2,19,1845,chironomid pupae,37,0.13,NA,NA,NA,yes
2010,2,19,1845,chironomid larvae,20,0.01,NA,NA,NA,yes
2010,2,19,1845,ephemeroptera larvae,11,0.11,NA,NA,NA,yes
2010,2,19,1837,ephemeroptera larvae,7,0.08,NA,NA,NA,yes
2010,2,19,1875,ephemeroptera larvae,4,0.04,NA,NA,NA,yes
2010,2,20,1897,ufp,1,0.05,NA,NA,NA,yes
2010,2,20,1897,cichlid,1,0.15,NA,NA,NA,yes
2010,2,20,1863,vegitation,1,0.25,NA,NA,NA,yes
2010,2,20,1863,hap,1,0.42,2.4,0.8,NA,yes
2010,2,20,1863,cichlid,1,0.04,NA,NA,NA,yes
2010,2,20,1863,ufp,1,0.08,NA,NA,NA,yes
2010,2,20,1906,mukene,1,0.46,3.1,0.9,NA,yes
2010,2,20,1906,mukene,1,0.15,NA,NA,NA,yes
2010,2,20,1906,odonata larvae,1,0.25,NA,NA,NA,yes
2010,2,20,1906,ephemeroptera larvae,1,0.002,NA,NA,NA,yes
2010,2,19,1821,ufp,1,0.01,NA,NA,NA,yes
2010,2,19,1821,ephemeroptera larvae,40,0.62,NA,NA,NA,yes
2010,2,19,1821,annelid worm,11,0.11,NA,NA,NA,yes
2010,2,19,1821,chironomid pupae,67,0.27,NA,NA,NA,yes
2010,2,19,1821,chironomid larvae,25,0.04,NA,NA,NA,yes
2010,2,19,1821,chaoborus larvae,3,0.001,NA,NA,NA,yes
2010,2,20,1871,chironomid pupae,19,0.06,NA,NA,NA,yes
2010,2,20,1871,ufp,1,0.01,NA,NA,NA,yes
2010,2,20,1871,chironomid larvae,16,0.03,NA,NA,NA,yes
2010,2,20,1871,uip,1,0.005,NA,NA,NA,yes
2009,10,31,1577,ufp,2,0.97,NA,NA,NA,yes
2009,10,31,1577,vegitation,1,0.19,NA,NA,NA,yes
2009,10,31,1577,hap,1,1.27,NA,NA,NA,yes
2009,10,31,1577,cichlid,1,2.7,NA,NA,NA,yes
2010,2,20,1914,cichlid,1,1.12,NA,NA,NA,yes
2010,2,20,1914,ufp,2,0.63,NA,NA,NA,yes
2009,10,28,1522,ephemeroptera larvae,2,0.1,NA,NA,NA,yes
2009,10,28,1522,vegitation,2,0.34,NA,NA,NA,yes
2009,10,28,1522,ufp,1,4.46,NA,NA,NA,yes
2009,10,31,1590,cichlid,1,0.05,1.2,0.3,NA,yes
2009,10,31,1590,ufp,1,0.01,NA,NA,NA,yes
2009,10,31,1590,annelid worm,1,0.04,NA,NA,NA,yes
2009,10,28,1530,vegitation,1,1.72,NA,NA,NA,yes
2009,10,28,1530,hap,1,2.13,4.7,1.3,NA,yes
2009,10,28,1530,ufp,1,0.01,NA,NA,NA,yes
2009,9,30,1497,ephemeroptera larvae,7,0.13,NA,NA,NA,yes
2009,10,28,1516,hap,1,0.36,NA,NA,NA,yes
2009,10,28,1509,cichlid,1,0.26,NA,NA,NA,yes
2009,9,30,1496,ephemeroptera larvae,27,0.43,NA,NA,NA,yes
2009,10,31,1587,ephemeroptera larvae,7,0.06,NA,NA,NA,yes
2009,9,30,1499,hap,1,0.16,1.8,0.5,NA,yes
2009,9,30,1499,cichlid,1,0.03,NA,NA,NA,yes
2009,10,31,1583,ephemeroptera larvae,1,0.02,NA,NA,NA,yes
2009,10,31,1578,chaoborus larvae,21,0.03,NA,NA,well preserved chaoborus specimens,yes
2009,10,31,1578,annelid worm,1,0.09,NA,NA,NA,yes
2009,10,30,1545,vegitation,1,0.05,NA,NA,NA,yes
2009,9,30,1492,cichlid,1,0.01,NA,NA,NA,yes
2009,9,30,1492,chaoborus larvae,7,0.01,NA,NA,NA,yes
2009,10,28,1511,ufp,1,2.05,NA,NA,NA,yes
2009,10,30,1597,vegitation,2,0.02,NA,NA,NA,yes
2009,10,30,1597,ufp,1,0.29,NA,NA,NA,yes
2009,10,28,1521,clarias,1,2.11,6.1,0.9,NA,yes
2009,9,30,1503,hap,1,1.38,3.2,1.2,NA,yes
2009,9,30,1503,hap,1,0.92,3.5,1.1,NA,yes
2009,9,30,1503,hap,1,2.4,4.8,1.4,NA,yes
2009,9,30,1503,ephemeroptera larvae,1,0.001,NA,NA,NA,yes
2009,9,30,1503,vegitation,1,0.001,NA,NA,NA,yes
2009,9,30,1503,hap,1,1.6,4,1.3,NA,yes
2009,9,30,1503,hap,1,0.58,2.7,1,NA,yes
2009,9,30,1503,ephemeroptera larvae,1,0.08,NA,NA,NA,yes
2009,9,30,1503,cichlid,1,0.32,NA,NA,NA,yes
2009,10,28,1515,hap,2,2.46,NA,NA,NA,yes
2009,10,28,1515,ufp,1,0.35,NA,NA,NA,yes
2009,10,28,1520,mukene,1,0.32,NA,NA,NA,yes
2009,10,28,1520,ufp,1,0.83,NA,NA,NA,yes
2009,10,28,1513,vegitation,1,0.03,NA,NA,NA,yes
2009,10,28,1513,ufp,1,0.87,NA,NA,NA,yes
2009,10,28,1513,odonata larvae,1,0.14,NA,NA,NA,yes
2009,10,28,1513,ephemeroptera larvae,1,0.003,NA,NA,NA,yes
2009,10,30,1543,nile perch,1,0.2,0.9,0.5,NA,yes
2009,10,28,1512,hap,1,6.53,6,1.9,NA,yes
2009,10,28,1512,cichlid,1,3.59,NA,NA,NA,yes
2009,10,28,1512,ephemeroptera larvae,1,0.001,NA,NA,NA,yes
2009,7,10,1355,hap,1,0.33,NA,NA,NA,yes
2009,7,10,1355,ufp,1,1.95,NA,NA,NA,yes
2009,7,9,1314,nile perch,1,0.6,NA,NA,NA,yes
2009,7,9,1314,cichlid,1,1.16,NA,NA,NA,yes
2009,7,9,1318,mukene,1,1.25,4.5,1,NA,yes
2009,7,9,1318,mukene,2,1.99,NA,NA,NA,yes
2009,7,9,1316,cichlid,1,1.51,NA,NA,NA,yes
